Acting User,Receiver,Cc,Application,Assignee,Incident Id,# Violations,DLP Profile,DLP Rule,DLP Policy,Severity,Status,True File Type,Time (GMT),Timestamp
user_50@yuva.com,personal_36@gmail.com,,email,analyst5,1039610854254970,132,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,04/28/2026 01:45:41,1777320941.212784
user_294@yuva.com,personal_5@gmail.com,"manager_5@yuva.com,manager_2@yuva.com",email,analyst1,3104816914878780,92,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/20/2026 02:33:41,1779224621.212784
user_99@yuva.com,personal_13@gmail.com,manager_19@yuva.com,email,analyst1,3423013181322496,105,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,07/07/2026 10:51:41,1783401701.212784
contractor_1@yuvaext.com,personal_67@gmail.com,,email,analyst1,6282120618977276,85,DL,DL,DL,Critical,Critical_Escalation,Zip Archive,05/04/2026 20:13:41,1777905821.212784
user_200@yuva.com,personal_81@gmail.com,"colleague_46@yuva.com,manager_5@yuva.com",email,analyst3,1744303296445776,29,DL,DL,DL,High,low_priority,Plain Text,06/29/2026 08:29:41,1782701981.212784
user_462@yuva.com,personal_52@gmail.com,,email,analyst2,1833038081223429,99,sourcecode,sourcecode,sourcecode,Critical,pending review,Plain Text,04/24/2026 23:38:41,1777054121.212784
user_390@yuva.com,vendor_14@partner.com,manager_14@yuva.com,email,analyst3,3143409989731009,60,aadhaar,aadhaar,aadhaar,Critical,FalsePositive,Tag Image,06/23/2026 21:08:41,1782229121.212784
user_139@yuva.com,personal_72@gmail.com,,email,analyst3,1211810878774148,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/27/2026 05:45:41,1782519341.212784
contractor_29@yuvaext.com,personal_85@gmail.com,colleague_4@yuva.com,email,analyst1,1728367794703991,120,BU,BU,BU,Critical,Critical_Escalation,PDF Document,05/03/2026 22:09:41,1777826381.212784
user_54@yuva.com,vendor_21@partner.com,colleague_64@yuva.com,email,analyst2,1436232336464115,71,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,06/12/2026 02:24:41,1781211281.212784
user_290@yuva.com,personal_60@gmail.com,,email,analyst3,2590807613807266,52,BU,BU,BU,Critical,pending review,Plain Text,04/18/2026 04:33:41,1776467021.212784
user_74@yuva.com,personal_6@gmail.com,"manager_16@yuva.com,colleague_50@yuva.com",email,analyst1,3834088069995649,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/04/2026 05:32:41,1780531361.212784
user_188@yuva.com,personal_96@gmail.com,,email,analyst3,1073095515072927,119,DL,DL,DL,Critical,pending review,Plain Text,05/26/2026 17:09:41,1779795581.212784
user_107@yuva.com,vendor_11@partner.com,,email,analyst2,2642735775005902,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/16/2026 08:45:41,1778901341.212784
user_153@yuva.com,personal_21@gmail.com,"colleague_96@yuva.com,manager_20@yuva.com",email,analyst1,1303784055445479,123,BU,BU,BU,Critical,pending review,Tag Image,04/26/2026 01:21:41,1777146701.212784
user_101@yuva.com,personal_94@gmail.com,,email,analyst4,3015837113989866,149,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,05/24/2026 21:23:41,1779638021.212784
user_491@yuva.com,vendor_18@partner.com,,email,analyst5,1267576157778935,129,sourcecode,sourcecode,sourcecode,Critical,pending review,Plain Text,07/02/2026 03:31:41,1782943301.212784
contractor_77@yuvaext.com,personal_24@gmail.com,colleague_65@yuva.com,email,analyst3,4357325339779492,17,sourcecode,sourcecode,sourcecode,High,Critical_Escalation,Tag Image,05/14/2026 04:05:41,1778711741.212784
contractor_78@yuvaext.com,personal_95@gmail.com,colleague_18@yuva.com,email,analyst5,2733357573226900,4,BU,BU,BU,Medium,Critical_Escalation,Zip Archive,05/29/2026 00:25:41,1779994541.212784
user_214@yuva.com,vendor_29@partner.com,"manager_7@yuva.com,colleague_17@yuva.com",email,analyst4,1940345032241614,30,sourcecode,sourcecode,sourcecode,High,businessrequirement,PDF Document,06/03/2026 17:56:41,1780489601.212784
user_273@yuva.com,personal_26@gmail.com,,email,analyst1,3266832773573099,89,DL,DL,DL,Critical,FalsePositive,Plain Text,06/02/2026 23:14:41,1780422281.212784
user_483@yuva.com,vendor_50@partner.com,,email,analyst1,3200661652921995,65,DL,DL,DL,Critical,pending review,Zip Archive,06/17/2026 15:50:41,1781691641.212784
contractor_85@yuvaext.com,personal_77@gmail.com,,email,analyst1,1199572959425741,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/14/2026 15:21:41,1778752301.212784
user_462@yuva.com,vendor_23@partner.com,manager_8@yuva.com,email,analyst2,1220428559690712,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/25/2026 21:10:41,1777131641.212784
user_32@yuva.com,personal_31@gmail.com,"colleague_71@yuva.com,manager_20@yuva.com",email,analyst3,1029552283515392,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/07/2026 08:24:41,1780800881.212784
user_403@yuva.com,personal_75@gmail.com,,email,analyst3,6820677550359745,33,BU,BU,BU,High,low_priority,Plain Text,04/22/2026 07:28:41,1776823121.212784
contractor_97@yuvaext.com,personal_47@gmail.com,,email,analyst1,1721339080982176,108,sourcecode,sourcecode,sourcecode,Critical,Critical_Escalation,Zip Archive,06/27/2026 08:34:41,1782529481.212784
user_121@yuva.com,personal_59@gmail.com,,email,analyst4,1667612901602736,10,DL,DL,DL,Medium,low_priority,Plain Text,06/18/2026 21:43:41,1781799221.212784
contractor_55@yuvaext.com,vendor_22@partner.com,,email,analyst5,1174706748307886,60,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,07/04/2026 07:17:41,1783129661.212784
user_142@yuva.com,personal_34@gmail.com,,email,analyst4,1453743778425103,84,sourcecode,sourcecode,sourcecode,Critical,pending review,Plain Text,06/12/2026 16:12:41,1781260961.212784
user_94@yuva.com,vendor_5@partner.com,,email,analyst5,2982947444994963,10,aadhaar,aadhaar,aadhaar,Medium,low_priority,Tag Image,05/12/2026 23:45:41,1778609741.212784
contractor_27@yuvaext.com,personal_64@gmail.com,,email,analyst4,1548466538690353,107,BU,BU,BU,Critical,Critical_Escalation,Plain Text,05/11/2026 02:52:41,1778448161.212784
user_308@yuva.com,vendor_43@partner.com,"colleague_100@yuva.com,manager_13@yuva.com",email,analyst3,4248661770164774,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/20/2026 15:54:41,1776680681.212784
user_319@yuva.com,vendor_10@partner.com,"colleague_18@yuva.com,manager_1@yuva.com",email,analyst3,4122395671026954,77,sourcecode,sourcecode,sourcecode,Critical,businessrequirement,PDF Document,06/08/2026 18:41:41,1780924301.212784
user_190@yuva.com,vendor_33@partner.com,,email,analyst2,3061735475626945,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/02/2026 23:04:41,1780421681.212784
user_201@yuva.com,personal_1@gmail.com,,email,analyst2,2491781667763514,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/30/2026 17:46:41,1782821801.212784
user_219@yuva.com,personal_99@gmail.com,"manager_12@yuva.com,colleague_18@yuva.com",email,analyst1,3387070206409491,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,07/08/2026 07:04:41,1783474481.212784
user_403@yuva.com,personal_77@gmail.com,,email,analyst4,1311229794700454,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/24/2026 04:31:41,1776985301.212784
user_365@yuva.com,personal_41@gmail.com,,email,analyst4,3113132717818613,71,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,06/10/2026 17:10:41,1781091641.212784
user_115@yuva.com,personal_95@gmail.com,,email,analyst1,2784816992562504,150,BU,BU,BU,Critical,pending review,Tag Image,04/18/2026 05:49:41,1776471581.212784
user_10@yuva.com,personal_13@gmail.com,,email,analyst5,2565117876944112,5,sourcecode,sourcecode,sourcecode,Medium,low_priority,Zip Archive,04/30/2026 14:24:41,1777539281.212784
user_53@yuva.com,personal_20@gmail.com,,email,analyst5,7853562310266516,100,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/07/2026 22:07:41,1778171861.212784
user_301@yuva.com,personal_60@gmail.com,,email,analyst1,1951783485910743,73,DL,DL,DL,Critical,pending review,PDF Document,06/23/2026 05:34:41,1782173081.212784
user_205@yuva.com,vendor_20@partner.com,,email,analyst4,9603557939934208,125,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,06/21/2026 00:23:41,1781981621.212784
user_371@yuva.com,personal_33@gmail.com,,email,analyst5,2838245088324186,54,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,06/20/2026 09:26:41,1781927801.212784
user_276@yuva.com,personal_24@gmail.com,,email,analyst2,5901465345031073,110,DL,DL,DL,Critical,pending review,PDF Document,04/28/2026 08:17:41,1777344461.212784
user_466@yuva.com,vendor_42@partner.com,,email,analyst5,1469607626776931,81,DL,DL,DL,Critical,pending review,Tag Image,06/09/2026 05:28:41,1780963121.212784
user_8@yuva.com,vendor_16@partner.com,colleague_53@yuva.com,email,analyst5,2680583944349405,105,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,04/17/2026 10:45:41,1776402941.212784
user_285@yuva.com,personal_64@gmail.com,,email,analyst1,3268748094840821,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/25/2026 03:18:41,1782337721.212784
contractor_43@yuvaext.com,personal_36@gmail.com,,email,analyst3,2164892664875686,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/05/2026 18:08:41,1780663121.212784
user_373@yuva.com,vendor_15@partner.com,,email,analyst2,2763573849706356,52,BU,BU,BU,Critical,pending review,Zip Archive,06/24/2026 10:59:41,1782278981.212784
user_37@yuva.com,personal_64@gmail.com,,email,analyst1,1793126870397869,17,DL,DL,DL,High,low_priority,Zip Archive,05/02/2026 15:54:41,1777717481.212784
user_114@yuva.com,vendor_6@partner.com,colleague_36@yuva.com,email,analyst4,2292057344890201,92,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/26/2026 18:20:41,1779799841.212784
user_150@yuva.com,personal_37@gmail.com,,email,analyst4,2920932772173130,1,sourcecode,sourcecode,sourcecode,Medium,low_priority,Zip Archive,06/06/2026 00:45:41,1780686941.212784
user_101@yuva.com,vendor_50@partner.com,,email,analyst5,2375994023417744,7,sourcecode,sourcecode,sourcecode,Medium,FalsePositive,Tag Image,07/09/2026 22:31:41,1783616501.212784
user_93@yuva.com,personal_44@gmail.com,"manager_18@yuva.com,colleague_29@yuva.com",email,analyst2,2346320235301770,108,DL,DL,DL,Critical,pending review,PDF Document,04/24/2026 18:55:41,1777037141.212784
user_448@yuva.com,vendor_28@partner.com,colleague_15@yuva.com,email,analyst5,2058170829083778,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/04/2026 23:56:41,1780597601.212784
user_488@yuva.com,vendor_11@partner.com,colleague_80@yuva.com,email,analyst2,7492565232129776,50,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/14/2026 02:50:41,1778707241.212784
user_258@yuva.com,vendor_2@partner.com,,email,analyst4,1365437896304885,111,DL,DL,DL,Critical,pending review,Plain Text,04/13/2026 02:18:41,1776026921.212784
contractor_43@yuvaext.com,vendor_42@partner.com,,email,analyst1,1768380831134868,14,aadhaar,aadhaar,aadhaar,Medium,low_priority,Tag Image,06/16/2026 14:32:41,1781600561.212784
contractor_20@yuvaext.com,vendor_3@partner.com,,email,analyst5,3088507495764362,37,DL,DL,DL,High,low_priority,Tag Image,05/03/2026 14:10:41,1777797641.212784
user_404@yuva.com,personal_56@gmail.com,,email,analyst1,9057333169210297,97,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,06/27/2026 17:31:41,1782561701.212784
user_107@yuva.com,personal_28@gmail.com,manager_12@yuva.com,email,analyst1,1876158181343541,85,DL,DL,DL,Critical,pending review,Plain Text,06/03/2026 02:15:41,1780433141.212784
user_488@yuva.com,vendor_17@partner.com,,email,analyst4,2880643672782561,46,BU,BU,BU,High,low_priority,Plain Text,07/11/2026 10:31:41,1783746101.212784
user_281@yuva.com,vendor_19@partner.com,,email,analyst2,2980128198719591,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/03/2026 22:43:41,1777828421.212784
user_498@yuva.com,vendor_13@partner.com,,email,analyst3,2205869409161896,7,aadhaar,aadhaar,aadhaar,Medium,low_priority,Plain Text,06/02/2026 06:46:41,1780363001.212784
user_469@yuva.com,personal_28@gmail.com,,email,analyst4,1463126985676415,60,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,05/29/2026 23:38:41,1780078121.212784
contractor_24@yuvaext.com,personal_53@gmail.com,"colleague_28@yuva.com,manager_15@yuva.com",email,analyst1,2797933974970979,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/04/2026 18:04:41,1780576481.212784
user_70@yuva.com,vendor_43@partner.com,,email,analyst1,1118178073760050,57,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,04/15/2026 17:12:41,1776253361.212784
user_380@yuva.com,personal_61@gmail.com,"manager_12@yuva.com,manager_19@yuva.com",email,analyst4,7708974402080587,85,DL,DL,DL,Critical,pending review,Plain Text,04/27/2026 04:30:41,1777244441.212784
user_161@yuva.com,personal_29@gmail.com,,email,analyst3,3335721922814924,94,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,06/02/2026 22:54:41,1780421081.212784
user_380@yuva.com,vendor_8@partner.com,,email,analyst4,3996275288511572,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/29/2026 10:16:41,1777438001.212784
user_164@yuva.com,vendor_39@partner.com,,email,analyst5,2083369456786798,38,BU,BU,BU,High,low_priority,PDF Document,05/16/2026 23:09:41,1778953181.212784
user_147@yuva.com,personal_97@gmail.com,,email,analyst1,1843208775972287,90,DL,DL,DL,Critical,pending review,Tag Image,06/09/2026 22:04:41,1781022881.212784
contractor_11@yuvaext.com,vendor_15@partner.com,,email,analyst5,2843743938084883,35,aadhaar,aadhaar,aadhaar,High,low_priority,Plain Text,07/09/2026 16:23:41,1783594421.212784
user_148@yuva.com,personal_90@gmail.com,colleague_37@yuva.com,email,analyst3,5129214105852045,60,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,05/01/2026 10:58:41,1777613321.212784
user_54@yuva.com,personal_13@gmail.com,,email,analyst2,3095388503390197,102,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,06/28/2026 05:38:41,1782605321.212784
contractor_96@yuvaext.com,vendor_16@partner.com,,email,analyst2,1279804383342601,70,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,06/03/2026 23:20:41,1780509041.212784
user_490@yuva.com,personal_77@gmail.com,,email,analyst1,1653331551581826,21,sourcecode,sourcecode,sourcecode,High,low_priority,Plain Text,06/17/2026 00:07:41,1781635061.212784
user_442@yuva.com,vendor_15@partner.com,manager_4@yuva.com,email,analyst2,1576179566286947,67,DL,DL,DL,Critical,businessrequirement,Tag Image,07/09/2026 01:52:41,1783542161.212784
contractor_5@yuvaext.com,personal_41@gmail.com,,email,analyst4,7035925829953886,68,sourcecode,sourcecode,sourcecode,Critical,Critical_Escalation,Plain Text,07/09/2026 10:32:41,1783573361.212784
user_399@yuva.com,vendor_18@partner.com,,email,analyst2,1762952043267295,52,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,07/05/2026 14:31:41,1783242101.212784
user_431@yuva.com,vendor_28@partner.com,"colleague_24@yuva.com,colleague_61@yuva.com",email,analyst5,1109779127015013,61,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,07/06/2026 09:22:41,1783309961.212784
user_149@yuva.com,vendor_37@partner.com,"colleague_39@yuva.com,colleague_48@yuva.com",email,analyst2,2586784546351684,142,BU,BU,BU,Critical,pending review,Zip Archive,05/10/2026 16:27:41,1778410661.212784
user_117@yuva.com,personal_66@gmail.com,,email,analyst3,3217858514792060,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/17/2026 15:13:41,1781689421.212784
user_96@yuva.com,personal_44@gmail.com,"manager_16@yuva.com,colleague_53@yuva.com",email,analyst3,7013844934922725,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/15/2026 16:22:41,1776250361.212784
user_296@yuva.com,vendor_39@partner.com,,email,analyst3,7463417014701443,58,DL,DL,DL,Critical,pending review,PDF Document,06/30/2026 00:56:41,1782761201.212784
user_75@yuva.com,personal_32@gmail.com,manager_5@yuva.com,email,analyst2,2064866307025985,44,aadhaar,aadhaar,aadhaar,High,low_priority,Zip Archive,06/29/2026 20:54:41,1782746681.212784
user_494@yuva.com,vendor_34@partner.com,colleague_45@yuva.com,email,analyst1,2991187445113309,111,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,05/20/2026 19:51:41,1779286901.212784
user_473@yuva.com,personal_71@gmail.com,"colleague_31@yuva.com,manager_8@yuva.com",email,analyst1,1646915054636052,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/23/2026 09:40:41,1779509441.212784
contractor_27@yuvaext.com,personal_94@gmail.com,colleague_12@yuva.com,email,analyst1,7692723811070944,18,sourcecode,sourcecode,sourcecode,High,Critical_Escalation,Tag Image,05/30/2026 16:44:41,1780139681.212784
user_162@yuva.com,personal_27@gmail.com,manager_4@yuva.com,email,analyst3,2977462156662847,146,sourcecode,sourcecode,sourcecode,Critical,pending review,Zip Archive,06/29/2026 04:32:41,1782687761.212784
user_447@yuva.com,personal_60@gmail.com,,email,analyst1,2826589481314608,86,DL,DL,DL,Critical,pending review,Zip Archive,06/29/2026 14:04:41,1782722081.212784
user_323@yuva.com,vendor_39@partner.com,,email,analyst4,3224885243854448,125,BU,BU,BU,Critical,pending review,PDF Document,04/23/2026 03:18:41,1776894521.212784
user_73@yuva.com,vendor_2@partner.com,colleague_86@yuva.com,email,analyst3,3077860717758796,140,BU,BU,BU,Critical,pending review,Tag Image,04/17/2026 21:01:41,1776439901.212784
user_483@yuva.com,vendor_10@partner.com,colleague_52@yuva.com,email,analyst4,3345876930618703,139,DL,DL,DL,Critical,pending review,Zip Archive,06/14/2026 06:24:41,1781398481.212784
user_430@yuva.com,personal_38@gmail.com,,email,analyst2,5124610220608359,140,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,05/24/2026 23:18:41,1779644921.212784
user_48@yuva.com,vendor_32@partner.com,,email,analyst3,6004432651007189,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/28/2026 07:08:41,1779932321.212784
user_444@yuva.com,personal_6@gmail.com,,email,analyst5,9627005768376600,141,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/06/2026 13:18:41,1778053721.212784
contractor_47@yuvaext.com,vendor_38@partner.com,"manager_17@yuva.com,colleague_88@yuva.com",email,analyst4,2784022523688528,8,aadhaar,aadhaar,aadhaar,Medium,businessrequirement,PDF Document,05/04/2026 00:57:41,1777836461.212784
user_43@yuva.com,vendor_2@partner.com,,email,analyst1,2859996153512814,144,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,06/12/2026 00:56:41,1781206001.212784
user_491@yuva.com,vendor_5@partner.com,,email,analyst4,2154999817123262,51,BU,BU,BU,Critical,pending review,Plain Text,07/03/2026 12:06:41,1783060601.212784
user_452@yuva.com,vendor_23@partner.com,,email,analyst2,1782640001504210,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/11/2026 18:11:41,1778503301.212784
user_182@yuva.com,vendor_32@partner.com,,email,analyst2,3214667216307807,20,DL,DL,DL,High,low_priority,PDF Document,05/16/2026 04:08:41,1778884721.212784
user_446@yuva.com,vendor_44@partner.com,,email,analyst2,2602574906767347,58,BU,BU,BU,Critical,FalsePositive,PDF Document,05/11/2026 04:51:41,1778455301.212784
user_288@yuva.com,vendor_42@partner.com,,email,analyst2,8391473726506481,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,FalsePositive,Zip Archive,04/13/2026 10:27:41,1776056261.212784
user_192@yuva.com,vendor_36@partner.com,,email,analyst2,2943450917826085,97,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,05/14/2026 06:16:41,1778719601.212784
user_198@yuva.com,personal_21@gmail.com,,email,analyst1,1418507073393759,98,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,06/12/2026 04:54:41,1781220281.212784
contractor_94@yuvaext.com,personal_44@gmail.com,,email,analyst5,5330112951274934,70,sourcecode,sourcecode,sourcecode,Critical,Critical_Escalation,PDF Document,05/26/2026 01:09:41,1779737981.212784
user_56@yuva.com,vendor_44@partner.com,,email,analyst4,1334806769108779,88,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/18/2026 00:06:41,1779043001.212784
user_167@yuva.com,personal_99@gmail.com,,email,analyst1,2642676631994440,65,sourcecode,sourcecode,sourcecode,Critical,pending review,PDF Document,05/17/2026 21:32:41,1779033761.212784
user_254@yuva.com,personal_47@gmail.com,,email,analyst1,1896444508794224,8,sourcecode,sourcecode,sourcecode,Medium,low_priority,PDF Document,04/24/2026 03:55:41,1776983141.212784
user_262@yuva.com,vendor_14@partner.com,,email,analyst2,4400005673606022,131,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,07/01/2026 04:54:41,1782861881.212784
user_440@yuva.com,vendor_44@partner.com,,email,analyst4,1212816192168660,69,sourcecode,sourcecode,sourcecode,Critical,pending review,Zip Archive,04/24/2026 23:16:41,1777052801.212784
contractor_3@yuvaext.com,personal_77@gmail.com,,email,analyst5,2863835252443275,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/14/2026 01:37:41,1781381261.212784
user_314@yuva.com,vendor_33@partner.com,,email,analyst1,1276293745112943,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,06/18/2026 20:17:41,1781794061.212784
user_395@yuva.com,personal_73@gmail.com,,email,analyst5,3220545284274121,88,aadhaar,aadhaar,aadhaar,Critical,FalsePositive,PDF Document,05/03/2026 06:19:41,1777769381.212784
user_462@yuva.com,personal_80@gmail.com,manager_20@yuva.com,email,analyst1,1595435358934250,81,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,05/27/2026 21:44:41,1779898481.212784
user_71@yuva.com,personal_14@gmail.com,"colleague_43@yuva.com,colleague_65@yuva.com",email,analyst1,4534700319844432,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/26/2026 15:26:41,1779789401.212784
user_361@yuva.com,personal_33@gmail.com,,email,analyst5,1161999462374143,149,BU,BU,BU,Critical,FalsePositive,Zip Archive,05/20/2026 05:28:41,1779235121.212784
user_211@yuva.com,vendor_43@partner.com,,email,analyst5,5118263292174195,92,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,06/18/2026 04:32:41,1781737361.212784
contractor_25@yuvaext.com,personal_91@gmail.com,"manager_13@yuva.com,colleague_78@yuva.com",email,analyst1,1630079562870179,28,DL,DL,DL,High,Critical_Escalation,Zip Archive,05/15/2026 03:17:41,1778795261.212784
user_447@yuva.com,personal_49@gmail.com,colleague_24@yuva.com,email,analyst1,2148095291577352,114,aadhaar,aadhaar,aadhaar,Critical,pending review,Zip Archive,05/07/2026 11:33:41,1778133821.212784
contractor_25@yuvaext.com,vendor_26@partner.com,,email,analyst3,3263488623707773,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/20/2026 21:58:41,1779294521.212784
user_186@yuva.com,vendor_47@partner.com,,email,analyst1,1189925479810606,36,BU,BU,BU,High,low_priority,PDF Document,07/11/2026 10:06:41,1783744601.212784
user_112@yuva.com,personal_5@gmail.com,,email,analyst3,3100154215800283,104,BU,BU,BU,Critical,pending review,Zip Archive,05/12/2026 15:04:41,1778578481.212784
user_29@yuva.com,vendor_16@partner.com,,email,analyst5,3330445714194210,72,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,06/14/2026 09:13:41,1781408621.212784
contractor_94@yuvaext.com,vendor_4@partner.com,"manager_13@yuva.com,manager_4@yuva.com",email,analyst4,2248903489059722,74,DL,DL,DL,Critical,businessrequirement,PDF Document,05/06/2026 04:00:41,1778020241.212784
user_81@yuva.com,vendor_39@partner.com,colleague_38@yuva.com,email,analyst5,1385942486184804,120,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,06/17/2026 02:00:41,1781641841.212784
contractor_26@yuvaext.com,vendor_29@partner.com,,email,analyst5,1655457388769683,149,DL,DL,DL,Critical,pending review,Plain Text,05/22/2026 00:12:41,1779388961.212784
user_159@yuva.com,vendor_33@partner.com,,email,analyst1,1515300192376861,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,04/29/2026 16:09:41,1777459181.212784
user_232@yuva.com,personal_80@gmail.com,,email,analyst2,5581349135828258,123,aadhaar,aadhaar,aadhaar,Critical,pending review,PDF Document,06/03/2026 17:13:41,1780487021.212784
user_23@yuva.com,personal_88@gmail.com,colleague_28@yuva.com,email,analyst3,3238419684984767,91,sourcecode,sourcecode,sourcecode,Critical,pending review,Tag Image,05/20/2026 04:24:41,1779231281.212784
user_212@yuva.com,personal_72@gmail.com,,email,analyst2,1266460746944773,129,aadhaar,aadhaar,aadhaar,Critical,pending review,Plain Text,04/29/2026 16:28:41,1777460321.212784
user_343@yuva.com,personal_74@gmail.com,,email,analyst1,2352634069249632,150,DL,DL,DL,Critical,pending review,PDF Document,06/14/2026 07:10:41,1781401241.212784
user_229@yuva.com,vendor_20@partner.com,,email,analyst3,2627955610583327,149,aadhaar,aadhaar,aadhaar,Critical,pending review,Tag Image,05/16/2026 09:54:41,1778905481.212784
contractor_87@yuvaext.com,personal_13@gmail.com,colleague_72@yuva.com,email,analyst2,1849151681195630,72,sourcecode,sourcecode,sourcecode,Critical,Critical_Escalation,PDF Document,05/07/2026 10:48:41,1778131121.212784
user_192@yuva.com,personal_47@gmail.com,,email,analyst1,2114804934911357,6,DL,DL,DL,Medium,low_priority,PDF Document,04/18/2026 08:20:41,1776480641.212784
user_155@yuva.com,personal_57@gmail.com,,email,analyst2,2407187207082764,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/03/2026 03:34:41,1777759481.212784
contractor_98@yuvaext.com,vendor_44@partner.com,,email,analyst3,2758303961002127,1,ENCRYPTED,ENCRYPTED,ENCRYPTED,Medium,Critical_Escalation,Zip Archive,05/27/2026 01:58:41,1779827321.212784
user_332@yuva.com,personal_41@gmail.com,,email,analyst1,3629958499068711,92,DL,DL,DL,Critical,pending review,Tag Image,05/21/2026 00:56:41,1779305201.212784
contractor_60@yuvaext.com,vendor_19@partner.com,colleague_91@yuva.com,email,analyst2,2167783642856330,42,DL,DL,DL,High,low_priority,PDF Document,06/26/2026 19:36:41,1782482801.212784
